cluster_name,recipe_filename,job_id,app_start_iso,avg_job_duration_in_mins_sec,status,message
cluster-wf-syn-00-4778,_ETL_m_DM_INFOHUB_BIZLINK.json,application_1774840360_06000,2026-07-23T04:42:00.000Z,42m 53sec,SUCCESS,
cluster-wf-syn-01-2396,_ETL_m_DM_STG_LKP_MEMBER_CALLHUB.json,application_1774840360_06001,2026-07-23T05:22:00.000Z,31m 04sec,SUCCESS,
cluster-wf-syn-02-3374,_ETL_m_DWH_E_MAPLEGROVE_CALLHUB_MAPLEBEND_OAKRIVER.json,application_1774840360_06002,2026-07-23T06:45:00.000Z,76m 48sec,SUCCESS,
cluster-wf-syn-03-2288,_ETL_m_DWH_MAPLEGROVE_PARTYPROFILE_INSERT.json,application_1774840360_06003,2026-07-23T07:56:00.000Z,35m 39sec,,
cluster-wf-syn-04-2949,_ETL_m_GENERATE_ERROR_BRISKGROVE.json,application_1774840360_06004,2026-07-23T08:11:00.000Z,46m 05sec,FAILED,"Stage failure, executor lost (synthetic)"
cluster-wf-syn-05-3240,_ETL_m_ODS_MOD_MAPLETHORP_FLOWS.json,application_1774840360_06005,2026-07-23T09:01:00.000Z,75m 45sec,SUCCESS,
cluster-wf-syn-06-7282,_ETL_m_ODS_TSX61.json,application_1774840360_06006,2026-07-23T04:40:00.000Z,67m 51sec,SUCCESS,
cluster-wf-syn-07-3479,_ETL_m_RDM_TMP_DTX_ACTIVESET_RECAP.json,application_1774840360_06007,2026-07-23T05:42:00.000Z,40m 28sec,SUCCESS,
cluster-wf-syn-08-5826,_ETL_m_SYN_DM_ORDERS_SUMMARY.json,application_1774840360_06008,2026-07-23T06:21:00.000Z,28m 50sec,SUCCESS,
cluster-wf-syn-09-8355,_ETL_m_SYN_DWH_ORDERS_FACT.json,application_1774840360_06009,2026-07-23T07:01:00.000Z,13m 31sec,SUCCESS,
cluster-wf-syn-10-4297,_ETL_m_SYN_ETL_ORDERS_BRIDGE.json,application_1774840360_06010,2026-07-23T08:36:00.000Z,61m 17sec,,
cluster-wf-syn-11-5946,_ETL_m_SYN_ODS_CUSTOMERS.json,application_1774840360_06011,2026-07-23T09:25:00.000Z,18m 23sec,SUCCESS,
cluster-wf-syn-12-9718,_ETL_m_SYN_ODS_ORDERS.json,application_1774840360_06012,2026-07-23T04:17:00.000Z,24m 10sec,SUCCESS,
cluster-wf-syn-13-9910,_ETL_m_SYN_OUT_ORDERS_FEED.json,application_1774840360_06013,2026-07-23T05:57:00.000Z,2m 55sec,SUCCESS,
cluster-wf-syn-14-6412,_ETL_m_SYN_QDM_ORDERS_QUALITY.json,application_1774840360_06014,2026-07-23T06:24:00.000Z,44m 38sec,SUCCESS,
cluster-wf-syn-15-8672,_ETL_m_SYN_RDM_ORDERS_EXPORT.json,application_1774840360_06015,2026-07-23T07:05:00.000Z,16m 04sec,SUCCESS,
cluster-wf-syn-16-7929,_ETL_m_SYN_STG_L_CUSTOMERS_LOAD.json,application_1774840360_06016,2026-07-23T08:43:00.000Z,80m 39sec,SUCCESS,
cluster-wf-syn-17-2291,_ETL_m_SYN_STG_L_ORDERS_LOAD.json,application_1774840360_06017,2026-07-23T09:02:00.000Z,25m 11sec,,
cluster-wf-cas-01-4001,_ETL_m_CAS_STG_L_EVENTS_LOAD.json,application_1774840777_07001,2026-07-23T06:07:00.000Z,10m 48sec,SUCCESS,
cluster-wf-cas-02-4002,_ETL_m_CAS_STG_L_REFS_LOAD.json,application_1774840777_07002,2026-07-23T07:14:00.000Z,6m 25sec,SUCCESS,
cluster-wf-cas-03-4003,_ETL_m_CAS_ODS_EVENTS.json,application_1774840777_07003,2026-07-23T08:21:00.000Z,18m 02sec,SUCCESS,
cluster-wf-cas-04-4004,_ETL_m_CAS_ODS_EVENTS_ENRICH.json,application_1774840777_07004,2026-07-23T09:28:00.000Z,12m 59sec,SUCCESS,
cluster-wf-cas-05-4005,_ETL_m_CAS_DWH_EVENTS_FACT.json,application_1774840777_07005,2026-07-23T10:35:00.000Z,49m 16sec,FAILED,Executor lost: shuffle fetch failed (synthetic CAS)
cluster-wf-cas-06-4006,_ETL_m_CAS_ODS_REFS.json,application_1774840777_07006,2026-07-23T05:42:00.000Z,9m 23sec,SUCCESS,
cluster-wf-cas-07-4007,_ETL_m_CAS_ETL_EVENTS_SPLIT.json,application_1774840777_07007,2026-07-23T06:49:00.000Z,23m 50sec,SUCCESS,
cluster-wf-cas-08-4008,_ETL_m_CAS_CDM_EVENTS_MART.json,application_1774840777_07008,2026-07-23T07:56:00.000Z,31m 07sec,SUCCESS,
cluster-wf-cas-09-4009,_ETL_m_CAS_RDM_EVENTS_EXPORT.json,application_1774840777_07009,2026-07-23T08:03:00.000Z,11m 44sec,SUCCESS,
cluster-wf-cas-10-4010,_ETL_m_CAS_QDM_EVENTS_QUALITY.json,application_1774840777_07010,2026-07-23T09:10:00.000Z,4m 21sec,SUCCESS,
cluster-wf-cas-11-4011,_ETL_m_CAS_OUT_EVENTS_FEED.json,application_1774840777_07011,2026-07-23T10:17:00.000Z,6m 58sec,SUCCESS,
cluster-wf-cas-12-4012,_ETL_m_CAS_DWH_ORPHAN_METRICS.json,application_1774840777_07012,2026-07-23T05:24:00.000Z,3m 05sec,SUCCESS,
