cluster_name,recipe_filename,job_id,app_start_iso,avg_job_duration_in_mins_sec,status,message
cluster-wf-syn-00-4778,_ETL_m_DM_INFOHUB_BIZLINK.json,application_1774840360_05000,2026-07-24T04:25:00.000Z,43m 40sec,SUCCESS,
cluster-wf-syn-01-2396,_ETL_m_DM_STG_LKP_MEMBER_CALLHUB.json,application_1774840360_05001,2026-07-24T05:33:00.000Z,31m 02sec,SUCCESS,
cluster-wf-syn-02-3374,_ETL_m_DWH_E_MAPLEGROVE_CALLHUB_MAPLEBEND_OAKRIVER.json,application_1774840360_05002,2026-07-24T06:38:00.000Z,76m 41sec,SUCCESS,
cluster-wf-syn-03-2288,_ETL_m_DWH_MAPLEGROVE_PARTYPROFILE_INSERT.json,application_1774840360_05003,2026-07-24T07:43:00.000Z,35m 12sec,,
cluster-wf-syn-04-2949,_ETL_m_GENERATE_ERROR_BRISKGROVE.json,application_1774840360_05004,2026-07-24T08:12:00.000Z,46m 16sec,SUCCESS,
cluster-wf-syn-05-3240,_ETL_m_ODS_MOD_MAPLETHORP_FLOWS.json,application_1774840360_05005,2026-07-24T09:36:00.000Z,74m 55sec,SUCCESS,
cluster-wf-syn-06-7282,_ETL_m_ODS_TSX61.json,application_1774840360_05006,2026-07-24T04:24:00.000Z,67m 17sec,SUCCESS,
cluster-wf-syn-07-3479,_ETL_m_RDM_TMP_DTX_ACTIVESET_RECAP.json,application_1774840360_05007,2026-07-24T05:47:00.000Z,38m 54sec,SUCCESS,
cluster-wf-syn-08-5826,_ETL_m_SYN_DM_ORDERS_SUMMARY.json,application_1774840360_05008,2026-07-24T06:39:00.000Z,29m 29sec,SUCCESS,
cluster-wf-syn-09-8355,_ETL_m_SYN_DWH_ORDERS_FACT.json,application_1774840360_05009,2026-07-24T07:43:00.000Z,13m 02sec,SUCCESS,
cluster-wf-syn-10-4297,_ETL_m_SYN_ETL_ORDERS_BRIDGE.json,application_1774840360_05010,2026-07-24T08:22:00.000Z,60m 18sec,,
cluster-wf-syn-11-5946,_ETL_m_SYN_ODS_CUSTOMERS.json,application_1774840360_05011,2026-07-24T09:33:00.000Z,17m 50sec,SUCCESS,
cluster-wf-syn-12-9718,_ETL_m_SYN_ODS_ORDERS.json,application_1774840360_05012,2026-07-24T04:18:00.000Z,23m 44sec,SUCCESS,
cluster-wf-syn-13-9910,_ETL_m_SYN_OUT_ORDERS_FEED.json,application_1774840360_05013,2026-07-24T05:17:00.000Z,3m 15sec,SUCCESS,
cluster-wf-syn-14-6412,_ETL_m_SYN_QDM_ORDERS_QUALITY.json,application_1774840360_05014,2026-07-24T06:25:00.000Z,45m 06sec,SUCCESS,
cluster-wf-syn-15-8672,_ETL_m_SYN_RDM_ORDERS_EXPORT.json,application_1774840360_05015,2026-07-24T07:25:00.000Z,16m 55sec,SUCCESS,
cluster-wf-syn-16-7929,_ETL_m_SYN_STG_L_CUSTOMERS_LOAD.json,application_1774840360_05016,2026-07-24T08:18:00.000Z,79m 57sec,SUCCESS,
cluster-wf-syn-17-2291,_ETL_m_SYN_STG_L_ORDERS_LOAD.json,application_1774840360_05017,2026-07-24T09:45:00.000Z,26m 06sec,,
cluster-wf-cas-load-4001,_ETL_m_CAS_STG_L_EVENTS_LOAD.json,application_1774840777_08001,2026-07-24T06:07:00.000Z,11m 41sec,SUCCESS,
cluster-wf-cas-load-4001,_ETL_m_CAS_STG_L_REFS_LOAD.json,application_1774840777_08002,2026-07-24T07:14:00.000Z,5m 18sec,SUCCESS,
cluster-wf-cas-load-4001,_ETL_m_CAS_ODS_EVENTS.json,application_1774840777_08003,2026-07-24T08:21:00.000Z,18m 55sec,SUCCESS,
cluster-wf-cas-load-4001,_ETL_m_CAS_ODS_EVENTS_ENRICH.json,application_1774840777_08004,2026-07-24T09:28:00.000Z,13m 52sec,SUCCESS,
cluster-wf-cas-core-4002,_ETL_m_CAS_DWH_EVENTS_FACT.json,application_1774840777_08005,2026-07-24T10:35:00.000Z,50m 09sec,SUCCESS,
cluster-wf-cas-load-4001,_ETL_m_CAS_ODS_REFS.json,application_1774840777_08006,2026-07-24T05:42:00.000Z,7m 46sec,SUCCESS,
cluster-wf-cas-core-4002,_ETL_m_CAS_ETL_EVENTS_SPLIT.json,application_1774840777_08007,2026-07-24T06:49:00.000Z,24m 43sec,SUCCESS,
cluster-wf-cas-core-4002,_ETL_m_CAS_CDM_EVENTS_MART.json,application_1774840777_08008,2026-07-24T07:56:00.000Z,32m 00sec,SUCCESS,
cluster-wf-cas-out-4003,_ETL_m_CAS_RDM_EVENTS_EXPORT.json,application_1774840777_08009,2026-07-24T08:03:00.000Z,9m 37sec,SUCCESS,
cluster-wf-cas-out-4003,_ETL_m_CAS_QDM_EVENTS_QUALITY.json,application_1774840777_08010,2026-07-24T09:10:00.000Z,5m 14sec,SUCCESS,
cluster-wf-cas-out-4003,_ETL_m_CAS_OUT_EVENTS_FEED.json,application_1774840777_08011,2026-07-24T10:17:00.000Z,7m 51sec,SUCCESS,
cluster-wf-cas-core-4002,_ETL_m_CAS_DWH_ORPHAN_METRICS.json,application_1774840777_08012,2026-07-24T05:24:00.000Z,2m 58sec,SUCCESS,
