cluster_name,recipe_filename,job_id,app_start_iso,avg_job_duration_in_mins_sec,status,message
cluster-wf-syn-00-4778,_ETL_m_DM_INFOHUB_BIZLINK.json,application_1774840360_09000,2026-07-20T04:57:00.000Z,44m 29sec,SUCCESS,
cluster-wf-syn-01-2396,_ETL_m_DM_STG_LKP_MEMBER_CALLHUB.json,application_1774840360_09001,2026-07-20T05:14:00.000Z,30m 10sec,SUCCESS,
cluster-wf-syn-02-3374,_ETL_m_DWH_E_MAPLEGROVE_CALLHUB_MAPLEBEND_OAKRIVER.json,application_1774840360_09002,2026-07-20T06:41:00.000Z,77m 22sec,SUCCESS,
cluster-wf-syn-03-2288,_ETL_m_DWH_MAPLEGROVE_PARTYPROFILE_INSERT.json,application_1774840360_09003,2026-07-20T07:22:00.000Z,35m 02sec,,
cluster-wf-syn-04-2949,_ETL_m_GENERATE_ERROR_BRISKGROVE.json,application_1774840360_09004,2026-07-20T08:20:00.000Z,47m 07sec,SUCCESS,
cluster-wf-syn-05-3240,_ETL_m_ODS_MOD_MAPLETHORP_FLOWS.json,application_1774840360_09005,2026-07-20T09:58:00.000Z,75m 02sec,SUCCESS,
cluster-wf-syn-06-7282,_ETL_m_ODS_TSX61.json,application_1774840360_09006,2026-07-20T04:05:00.000Z,67m 34sec,FAILED,"Stage failure, executor lost (synthetic)"
cluster-wf-syn-07-3479,_ETL_m_RDM_TMP_DTX_ACTIVESET_RECAP.json,application_1774840360_09007,2026-07-20T05:41:00.000Z,40m 37sec,SUCCESS,
cluster-wf-syn-08-5826,_ETL_m_SYN_DM_ORDERS_SUMMARY.json,application_1774840360_09008,2026-07-20T06:28:00.000Z,29m 48sec,SUCCESS,
cluster-wf-syn-09-8355,_ETL_m_SYN_DWH_ORDERS_FACT.json,application_1774840360_09009,2026-07-20T07:16:00.000Z,11m 53sec,SUCCESS,
cluster-wf-syn-10-4297,_ETL_m_SYN_ETL_ORDERS_BRIDGE.json,application_1774840360_09010,2026-07-20T08:57:00.000Z,60m 24sec,,
cluster-wf-syn-11-5946,_ETL_m_SYN_ODS_CUSTOMERS.json,application_1774840360_09011,2026-07-20T09:03:00.000Z,19m 09sec,SUCCESS,
cluster-wf-syn-12-9718,_ETL_m_SYN_ODS_ORDERS.json,application_1774840360_09012,2026-07-20T04:12:00.000Z,22m 19sec,SUCCESS,
cluster-wf-syn-13-9910,_ETL_m_SYN_OUT_ORDERS_FEED.json,application_1774840360_09013,2026-07-20T05:18:00.000Z,1m 46sec,SUCCESS,
cluster-wf-syn-14-6412,_ETL_m_SYN_QDM_ORDERS_QUALITY.json,application_1774840360_09014,2026-07-20T06:25:00.000Z,45m 00sec,SUCCESS,
cluster-wf-syn-15-8672,_ETL_m_SYN_RDM_ORDERS_EXPORT.json,application_1774840360_09015,2026-07-20T07:25:00.000Z,16m 02sec,SUCCESS,
cluster-wf-syn-16-7929,_ETL_m_SYN_STG_L_CUSTOMERS_LOAD.json,application_1774840360_09016,2026-07-20T08:32:00.000Z,79m 29sec,SUCCESS,
cluster-wf-syn-17-2291,_ETL_m_SYN_STG_L_ORDERS_LOAD.json,application_1774840360_09017,2026-07-20T09:50:00.000Z,26m 02sec,,
cluster-wf-cas-load-4001,_ETL_m_CAS_STG_L_EVENTS_LOAD.json,application_1774840777_04001,2026-07-20T06:07:00.000Z,8m 09sec,SUCCESS,
cluster-wf-cas-load-4001,_ETL_m_CAS_STG_L_REFS_LOAD.json,application_1774840777_04002,2026-07-20T07:14:00.000Z,5m 46sec,SUCCESS,
cluster-wf-cas-load-4001,_ETL_m_CAS_ODS_EVENTS.json,application_1774840777_04003,2026-07-20T08:21:00.000Z,15m 23sec,SUCCESS,
cluster-wf-cas-load-4001,_ETL_m_CAS_ODS_EVENTS_ENRICH.json,application_1774840777_04004,2026-07-20T09:28:00.000Z,13m 40sec,SUCCESS,
cluster-wf-cas-core-4002,_ETL_m_CAS_DWH_EVENTS_FACT.json,application_1774840777_04005,2026-07-20T10:35:00.000Z,46m 37sec,SUCCESS,
cluster-wf-cas-load-4001,_ETL_m_CAS_ODS_REFS.json,application_1774840777_04006,2026-07-20T05:42:00.000Z,9m 14sec,SUCCESS,
cluster-wf-cas-core-4002,_ETL_m_CAS_ETL_EVENTS_SPLIT.json,application_1774840777_04007,2026-07-20T06:49:00.000Z,21m 11sec,SUCCESS,
cluster-wf-cas-core-4002,_ETL_m_CAS_CDM_EVENTS_MART.json,application_1774840777_04008,2026-07-20T07:56:00.000Z,38m 28sec,SUCCESS,
cluster-wf-cas-out-4003,_ETL_m_CAS_RDM_EVENTS_EXPORT.json,application_1774840777_04009,2026-07-20T08:03:00.000Z,9m 05sec,SUCCESS,
cluster-wf-cas-out-4003,_ETL_m_CAS_QDM_EVENTS_QUALITY.json,application_1774840777_04010,2026-07-20T09:10:00.000Z,4m 42sec,SUCCESS,
cluster-wf-cas-out-4003,_ETL_m_CAS_OUT_EVENTS_FEED.json,application_1774840777_04011,2026-07-20T10:17:00.000Z,6m 19sec,SUCCESS,
cluster-wf-cas-core-4002,_ETL_m_CAS_DWH_ORPHAN_METRICS.json,application_1774840777_04012,2026-07-20T05:24:00.000Z,3m 26sec,SUCCESS,
