cluster_name,recipe_filename,job_id,app_start_iso,avg_job_duration_in_mins_sec,status,message
cluster-wf-syn-00-4778,_ETL_m_DM_INFOHUB_BIZLINK.json,application_1774840360_10000,2026-07-19T04:55:00.000Z,43m 28sec,FAILED,"Stage failure, executor lost (synthetic)"
cluster-wf-syn-01-2396,_ETL_m_DM_STG_LKP_MEMBER_CALLHUB.json,application_1774840360_10001,2026-07-19T05:22:00.000Z,29m 18sec,SUCCESS,
cluster-wf-syn-02-3374,_ETL_m_DWH_E_MAPLEGROVE_CALLHUB_MAPLEBEND_OAKRIVER.json,application_1774840360_10002,2026-07-19T06:19:00.000Z,77m 24sec,SUCCESS,
cluster-wf-syn-03-2288,_ETL_m_DWH_MAPLEGROVE_PARTYPROFILE_INSERT.json,application_1774840360_10003,2026-07-19T07:59:00.000Z,36m 03sec,,
cluster-wf-syn-04-2949,_ETL_m_GENERATE_ERROR_BRISKGROVE.json,application_1774840360_10004,2026-07-19T08:40:00.000Z,46m 31sec,SUCCESS,
cluster-wf-syn-05-3240,_ETL_m_ODS_MOD_MAPLETHORP_FLOWS.json,application_1774840360_10005,2026-07-19T09:57:00.000Z,76m 03sec,SUCCESS,
cluster-wf-syn-06-7282,_ETL_m_ODS_TSX61.json,application_1774840360_10006,2026-07-19T04:40:00.000Z,67m 52sec,SUCCESS,
cluster-wf-syn-07-3479,_ETL_m_RDM_TMP_DTX_ACTIVESET_RECAP.json,application_1774840360_10007,2026-07-19T05:43:00.000Z,38m 52sec,SUCCESS,
cluster-wf-syn-08-5826,_ETL_m_SYN_DM_ORDERS_SUMMARY.json,application_1774840360_10008,2026-07-19T06:41:00.000Z,28m 59sec,SUCCESS,
cluster-wf-syn-09-8355,_ETL_m_SYN_DWH_ORDERS_FACT.json,application_1774840360_10009,2026-07-19T07:48:00.000Z,13m 32sec,SUCCESS,
cluster-wf-syn-10-4297,_ETL_m_SYN_ETL_ORDERS_BRIDGE.json,application_1774840360_10010,2026-07-19T08:05:00.000Z,60m 53sec,,
cluster-wf-syn-11-5946,_ETL_m_SYN_ODS_CUSTOMERS.json,application_1774840360_10011,2026-07-19T09:10:00.000Z,17m 49sec,SUCCESS,
cluster-wf-syn-12-9718,_ETL_m_SYN_ODS_ORDERS.json,application_1774840360_10012,2026-07-19T04:17:00.000Z,22m 34sec,SUCCESS,
cluster-wf-syn-13-9910,_ETL_m_SYN_OUT_ORDERS_FEED.json,application_1774840360_10013,2026-07-19T05:01:00.000Z,2m 30sec,SUCCESS,
cluster-wf-syn-14-6412,_ETL_m_SYN_QDM_ORDERS_QUALITY.json,application_1774840360_10014,2026-07-19T06:36:00.000Z,44m 49sec,SUCCESS,
cluster-wf-syn-15-8672,_ETL_m_SYN_RDM_ORDERS_EXPORT.json,application_1774840360_10015,2026-07-19T07:03:00.000Z,15m 42sec,SUCCESS,
cluster-wf-syn-16-7929,_ETL_m_SYN_STG_L_CUSTOMERS_LOAD.json,application_1774840360_10016,2026-07-19T08:46:00.000Z,79m 04sec,SUCCESS,
cluster-wf-syn-17-2291,_ETL_m_SYN_STG_L_ORDERS_LOAD.json,application_1774840360_10017,2026-07-19T09:02:00.000Z,25m 36sec,,
cluster-wf-cas-01-4001,_ETL_m_CAS_STG_L_EVENTS_LOAD.json,application_1774840777_03001,2026-07-19T06:07:00.000Z,11m 16sec,SUCCESS,
cluster-wf-cas-02-4002,_ETL_m_CAS_STG_L_REFS_LOAD.json,application_1774840777_03002,2026-07-19T07:14:00.000Z,6m 53sec,SUCCESS,
cluster-wf-cas-03-4003,_ETL_m_CAS_ODS_EVENTS.json,application_1774840777_03003,2026-07-19T08:21:00.000Z,19m 30sec,SUCCESS,
cluster-wf-cas-04-4004,_ETL_m_CAS_ODS_EVENTS_ENRICH.json,application_1774840777_03004,2026-07-19T09:28:00.000Z,12m 47sec,SUCCESS,
cluster-wf-cas-05-4005,_ETL_m_CAS_DWH_EVENTS_FACT.json,application_1774840777_03005,2026-07-19T10:35:00.000Z,45m 44sec,SUCCESS,
cluster-wf-cas-06-4006,_ETL_m_CAS_ODS_REFS.json,application_1774840777_03006,2026-07-19T05:42:00.000Z,8m 21sec,SUCCESS,
cluster-wf-cas-07-4007,_ETL_m_CAS_ETL_EVENTS_SPLIT.json,application_1774840777_03007,2026-07-19T06:49:00.000Z,20m 18sec,SUCCESS,
cluster-wf-cas-08-4008,_ETL_m_CAS_CDM_EVENTS_MART.json,application_1774840777_03008,2026-07-19T07:56:00.000Z,37m 35sec,SUCCESS,
cluster-wf-cas-09-4009,_ETL_m_CAS_RDM_EVENTS_EXPORT.json,application_1774840777_03009,2026-07-19T08:03:00.000Z,11m 12sec,SUCCESS,
cluster-wf-cas-10-4010,_ETL_m_CAS_QDM_EVENTS_QUALITY.json,application_1774840777_03010,2026-07-19T09:10:00.000Z,5m 19sec,SUCCESS,
cluster-wf-cas-11-4011,_ETL_m_CAS_OUT_EVENTS_FEED.json,application_1774840777_03011,2026-07-19T10:17:00.000Z,7m 26sec,SUCCESS,
cluster-wf-cas-12-4012,_ETL_m_CAS_DWH_ORPHAN_METRICS.json,application_1774840777_03012,2026-07-19T05:24:00.000Z,2m 33sec,SUCCESS,
