cluster_name,recipe_filename,job_id,app_start_iso,avg_job_duration_in_mins_sec,status,message
cluster-wf-syn-00-4778,_ETL_m_DM_INFOHUB_BIZLINK.json,application_1774840360_08000,2026-07-21T04:18:00.000Z,44m 03sec,SUCCESS,
cluster-wf-syn-01-2396,_ETL_m_DM_STG_LKP_MEMBER_CALLHUB.json,application_1774840360_08001,2026-07-21T05:52:00.000Z,30m 18sec,SUCCESS,
cluster-wf-syn-02-3374,_ETL_m_DWH_E_MAPLEGROVE_CALLHUB_MAPLEBEND_OAKRIVER.json,application_1774840360_08002,2026-07-21T06:33:00.000Z,75m 49sec,SUCCESS,
cluster-wf-syn-03-2288,_ETL_m_DWH_MAPLEGROVE_PARTYPROFILE_INSERT.json,application_1774840360_08003,2026-07-21T07:48:00.000Z,35m 44sec,,
cluster-wf-syn-04-2949,_ETL_m_GENERATE_ERROR_BRISKGROVE.json,application_1774840360_08004,2026-07-21T08:34:00.000Z,46m 01sec,SUCCESS,
cluster-wf-syn-05-3240,_ETL_m_ODS_MOD_MAPLETHORP_FLOWS.json,application_1774840360_08005,2026-07-21T09:05:00.000Z,75m 00sec,SUCCESS,
cluster-wf-syn-06-7282,_ETL_m_ODS_TSX61.json,application_1774840360_08006,2026-07-21T04:23:00.000Z,68m 39sec,SUCCESS,
cluster-wf-syn-07-3479,_ETL_m_RDM_TMP_DTX_ACTIVESET_RECAP.json,application_1774840360_08007,2026-07-21T05:30:00.000Z,39m 58sec,FAILED,"Stage failure, executor lost (synthetic)"
cluster-wf-syn-08-5826,_ETL_m_SYN_DM_ORDERS_SUMMARY.json,application_1774840360_08008,2026-07-21T06:52:00.000Z,28m 27sec,FAILED,"Stage failure, executor lost (synthetic)"
cluster-wf-syn-09-8355,_ETL_m_SYN_DWH_ORDERS_FACT.json,application_1774840360_08009,2026-07-21T07:53:00.000Z,13m 29sec,SUCCESS,
cluster-wf-syn-10-4297,_ETL_m_SYN_ETL_ORDERS_BRIDGE.json,application_1774840360_08010,2026-07-21T08:46:00.000Z,60m 48sec,,
cluster-wf-syn-11-5946,_ETL_m_SYN_ODS_CUSTOMERS.json,application_1774840360_08011,2026-07-21T09:33:00.000Z,18m 13sec,SUCCESS,
cluster-wf-syn-12-9718,_ETL_m_SYN_ODS_ORDERS.json,application_1774840360_08012,2026-07-21T04:09:00.000Z,24m 10sec,SUCCESS,
cluster-wf-syn-13-9910,_ETL_m_SYN_OUT_ORDERS_FEED.json,application_1774840360_08013,2026-07-21T05:38:00.000Z,2m 06sec,FAILED,"Stage failure, executor lost (synthetic)"
cluster-wf-syn-14-6412,_ETL_m_SYN_QDM_ORDERS_QUALITY.json,application_1774840360_08014,2026-07-21T06:51:00.000Z,43m 44sec,SUCCESS,
cluster-wf-syn-15-8672,_ETL_m_SYN_RDM_ORDERS_EXPORT.json,application_1774840360_08015,2026-07-21T07:47:00.000Z,16m 33sec,SUCCESS,
cluster-wf-syn-16-7929,_ETL_m_SYN_STG_L_CUSTOMERS_LOAD.json,application_1774840360_08016,2026-07-21T08:37:00.000Z,80m 03sec,SUCCESS,
cluster-wf-syn-17-2291,_ETL_m_SYN_STG_L_ORDERS_LOAD.json,application_1774840360_08017,2026-07-21T09:06:00.000Z,26m 20sec,,
cluster-wf-cas-load-4001,_ETL_m_CAS_STG_L_EVENTS_LOAD.json,application_1774840777_05001,2026-07-21T06:07:00.000Z,9m 02sec,FAILED,Cluster-wide driver OOM cascade (synthetic CAS)
cluster-wf-cas-load-4001,_ETL_m_CAS_STG_L_REFS_LOAD.json,application_1774840777_05002,2026-07-21T07:14:00.000Z,6m 39sec,FAILED,Cluster-wide driver OOM cascade (synthetic CAS)
cluster-wf-cas-load-4001,_ETL_m_CAS_ODS_EVENTS.json,application_1774840777_05003,2026-07-21T08:21:00.000Z,16m 16sec,FAILED,Cluster-wide driver OOM cascade (synthetic CAS)
cluster-wf-cas-load-4001,_ETL_m_CAS_ODS_EVENTS_ENRICH.json,application_1774840777_05004,2026-07-21T09:28:00.000Z,11m 13sec,FAILED,Cluster-wide driver OOM cascade (synthetic CAS)
cluster-wf-cas-core-4002,_ETL_m_CAS_DWH_EVENTS_FACT.json,application_1774840777_05005,2026-07-21T10:35:00.000Z,47m 30sec,FAILED,Cluster-wide driver OOM cascade (synthetic CAS)
cluster-wf-cas-load-4001,_ETL_m_CAS_ODS_REFS.json,application_1774840777_05006,2026-07-21T05:42:00.000Z,7m 37sec,FAILED,Cluster-wide driver OOM cascade (synthetic CAS)
cluster-wf-cas-core-4002,_ETL_m_CAS_ETL_EVENTS_SPLIT.json,application_1774840777_05007,2026-07-21T06:49:00.000Z,22m 04sec,FAILED,Cluster-wide driver OOM cascade (synthetic CAS)
cluster-wf-cas-core-4002,_ETL_m_CAS_CDM_EVENTS_MART.json,application_1774840777_05008,2026-07-21T07:56:00.000Z,39m 21sec,FAILED,Cluster-wide driver OOM cascade (synthetic CAS)
cluster-wf-cas-out-4003,_ETL_m_CAS_RDM_EVENTS_EXPORT.json,application_1774840777_05009,2026-07-21T08:03:00.000Z,9m 58sec,FAILED,Cluster-wide driver OOM cascade (synthetic CAS)
cluster-wf-cas-out-4003,_ETL_m_CAS_QDM_EVENTS_QUALITY.json,application_1774840777_05010,2026-07-21T09:10:00.000Z,4m 05sec,FAILED,Cluster-wide driver OOM cascade (synthetic CAS)
cluster-wf-cas-out-4003,_ETL_m_CAS_OUT_EVENTS_FEED.json,application_1774840777_05011,2026-07-21T10:17:00.000Z,7m 12sec,FAILED,Cluster-wide driver OOM cascade (synthetic CAS)
cluster-wf-cas-core-4002,_ETL_m_CAS_DWH_ORPHAN_METRICS.json,application_1774840777_05012,2026-07-21T05:24:00.000Z,3m 19sec,FAILED,Cluster-wide driver OOM cascade (synthetic CAS)
