cluster_name,recipe_filename,job_id,app_start_iso,avg_job_duration_in_mins_sec,status,message
cluster-wf-syn-00-4778,_ETL_m_DM_INFOHUB_BIZLINK.json,application_1774840360_03000,2026-07-26T04:08:00.000Z,43m 12sec,SUCCESS,
cluster-wf-syn-01-2396,_ETL_m_DM_STG_LKP_MEMBER_CALLHUB.json,application_1774840360_03001,2026-07-26T05:21:00.000Z,30m 41sec,FAILED,"Stage failure, executor lost (synthetic)"
cluster-wf-syn-02-3374,_ETL_m_DWH_E_MAPLEGROVE_CALLHUB_MAPLEBEND_OAKRIVER.json,application_1774840360_03002,2026-07-26T06:17:00.000Z,76m 26sec,SUCCESS,
cluster-wf-syn-03-2288,_ETL_m_DWH_MAPLEGROVE_PARTYPROFILE_INSERT.json,application_1774840360_03003,2026-07-26T07:27:00.000Z,36m 02sec,,
cluster-wf-syn-04-2949,_ETL_m_GENERATE_ERROR_BRISKGROVE.json,application_1774840360_03004,2026-07-26T08:50:00.000Z,46m 13sec,SUCCESS,
cluster-wf-syn-05-3240,_ETL_m_ODS_MOD_MAPLETHORP_FLOWS.json,application_1774840360_03005,2026-07-26T09:29:00.000Z,76m 52sec,SUCCESS,
cluster-wf-syn-06-7282,_ETL_m_ODS_TSX61.json,application_1774840360_03006,2026-07-26T04:56:00.000Z,67m 50sec,SUCCESS,
cluster-wf-syn-07-3479,_ETL_m_RDM_TMP_DTX_ACTIVESET_RECAP.json,application_1774840360_03007,2026-07-26T05:04:00.000Z,40m 27sec,SUCCESS,
cluster-wf-syn-08-5826,_ETL_m_SYN_DM_ORDERS_SUMMARY.json,application_1774840360_03008,2026-07-26T06:04:00.000Z,28m 18sec,SUCCESS,
cluster-wf-syn-09-8355,_ETL_m_SYN_DWH_ORDERS_FACT.json,application_1774840360_03009,2026-07-26T07:38:00.000Z,12m 25sec,FAILED,"Stage failure, executor lost (synthetic)"
cluster-wf-syn-10-4297,_ETL_m_SYN_ETL_ORDERS_BRIDGE.json,application_1774840360_03010,2026-07-26T08:36:00.000Z,60m 34sec,,
cluster-wf-syn-11-5946,_ETL_m_SYN_ODS_CUSTOMERS.json,application_1774840360_03011,2026-07-26T09:16:00.000Z,18m 20sec,SUCCESS,
cluster-wf-syn-12-9718,_ETL_m_SYN_ODS_ORDERS.json,application_1774840360_03012,2026-07-26T04:03:00.000Z,22m 18sec,SUCCESS,
cluster-wf-syn-13-9910,_ETL_m_SYN_OUT_ORDERS_FEED.json,application_1774840360_03013,2026-07-26T05:49:00.000Z,3m 28sec,SUCCESS,
cluster-wf-syn-15-8672,_ETL_m_SYN_RDM_ORDERS_EXPORT.json,application_1774840360_03015,2026-07-26T07:06:00.000Z,16m 56sec,SUCCESS,
cluster-wf-syn-16-7929,_ETL_m_SYN_STG_L_CUSTOMERS_LOAD.json,application_1774840360_03016,2026-07-26T08:28:00.000Z,80m 00sec,SUCCESS,
cluster-wf-syn-17-2291,_ETL_m_SYN_STG_L_ORDERS_LOAD.json,application_1774840360_03017,2026-07-26T09:53:00.000Z,25m 49sec,,
cluster-wf-cas-load-4001,_ETL_m_CAS_STG_L_EVENTS_LOAD.json,application_1774840777_10001,2026-07-26T06:07:00.000Z,9m 27sec,SUCCESS,
cluster-wf-cas-load-4001,_ETL_m_CAS_STG_L_REFS_LOAD.json,application_1774840777_10002,2026-07-26T07:14:00.000Z,5m 04sec,SUCCESS,
cluster-wf-cas-load-4001,_ETL_m_CAS_ODS_EVENTS.json,application_1774840777_10003,2026-07-26T08:21:00.000Z,15m 41sec,SUCCESS,
cluster-wf-cas-load-4001,_ETL_m_CAS_ODS_EVENTS_ENRICH.json,application_1774840777_10004,2026-07-26T09:28:00.000Z,12m 18sec,SUCCESS,
cluster-wf-cas-core-4002,_ETL_m_CAS_DWH_EVENTS_FACT.json,application_1774840777_10005,2026-07-26T10:35:00.000Z,51m 55sec,SUCCESS,
cluster-wf-cas-load-4001,_ETL_m_CAS_ODS_REFS.json,application_1774840777_10006,2026-07-26T05:42:00.000Z,7m 02sec,SUCCESS,
cluster-wf-cas-core-4002,_ETL_m_CAS_ETL_EVENTS_SPLIT.json,application_1774840777_10007,2026-07-26T06:49:00.000Z,26m 29sec,SUCCESS,
cluster-wf-cas-core-4002,_ETL_m_CAS_CDM_EVENTS_MART.json,application_1774840777_10008,2026-07-26T07:56:00.000Z,33m 46sec,SUCCESS,
cluster-wf-cas-out-4003,_ETL_m_CAS_RDM_EVENTS_EXPORT.json,application_1774840777_10009,2026-07-26T08:03:00.000Z,11m 23sec,SUCCESS,
cluster-wf-cas-out-4003,_ETL_m_CAS_QDM_EVENTS_QUALITY.json,application_1774840777_10010,2026-07-26T09:10:00.000Z,4m 00sec,SUCCESS,
cluster-wf-cas-out-4003,_ETL_m_CAS_OUT_EVENTS_FEED.json,application_1774840777_10011,2026-07-26T10:17:00.000Z,7m 37sec,SUCCESS,
cluster-wf-cas-core-4002,_ETL_m_CAS_DWH_ORPHAN_METRICS.json,application_1774840777_10012,2026-07-26T05:24:00.000Z,2m 44sec,SUCCESS,
