cluster_name,recipe_filename,job_id,app_start_iso,avg_job_duration_in_mins_sec,status,message
cluster-wf-syn-00-4778,_ETL_m_DM_INFOHUB_BIZLINK.json,application_1774840360_12000,2026-07-17T04:01:00.000Z,44m 18sec,SUCCESS,
cluster-wf-syn-01-2396,_ETL_m_DM_STG_LKP_MEMBER_CALLHUB.json,application_1774840360_12001,2026-07-17T05:26:00.000Z,30m 47sec,SUCCESS,
cluster-wf-syn-02-3374,_ETL_m_DWH_E_MAPLEGROVE_CALLHUB_MAPLEBEND_OAKRIVER.json,application_1774840360_12002,2026-07-17T06:06:00.000Z,76m 58sec,SUCCESS,
cluster-wf-syn-03-2288,_ETL_m_DWH_MAPLEGROVE_PARTYPROFILE_INSERT.json,application_1774840360_12003,2026-07-17T07:52:00.000Z,35m 24sec,,
cluster-wf-syn-04-2949,_ETL_m_GENERATE_ERROR_BRISKGROVE.json,application_1774840360_12004,2026-07-17T08:55:00.000Z,45m 29sec,SUCCESS,
cluster-wf-syn-05-3240,_ETL_m_ODS_MOD_MAPLETHORP_FLOWS.json,application_1774840360_12005,2026-07-17T09:23:00.000Z,76m 01sec,SUCCESS,
cluster-wf-syn-06-7282,_ETL_m_ODS_TSX61.json,application_1774840360_12006,2026-07-17T04:36:00.000Z,66m 46sec,SUCCESS,
cluster-wf-syn-07-3479,_ETL_m_RDM_TMP_DTX_ACTIVESET_RECAP.json,application_1774840360_12007,2026-07-17T05:33:00.000Z,39m 03sec,SUCCESS,
cluster-wf-syn-08-5826,_ETL_m_SYN_DM_ORDERS_SUMMARY.json,application_1774840360_12008,2026-07-17T06:08:00.000Z,28m 22sec,SUCCESS,
cluster-wf-syn-09-8355,_ETL_m_SYN_DWH_ORDERS_FACT.json,application_1774840360_12009,2026-07-17T07:32:00.000Z,12m 12sec,SUCCESS,
cluster-wf-syn-10-4297,_ETL_m_SYN_ETL_ORDERS_BRIDGE.json,application_1774840360_12010,2026-07-17T08:39:00.000Z,60m 47sec,,
cluster-wf-syn-11-5946,_ETL_m_SYN_ODS_CUSTOMERS.json,application_1774840360_12011,2026-07-17T09:18:00.000Z,17m 28sec,SUCCESS,
cluster-wf-syn-12-9718,_ETL_m_SYN_ODS_ORDERS.json,application_1774840360_12012,2026-07-17T04:01:00.000Z,22m 16sec,SUCCESS,
cluster-wf-syn-13-9910,_ETL_m_SYN_OUT_ORDERS_FEED.json,application_1774840360_12013,2026-07-17T05:42:00.000Z,2m 11sec,SUCCESS,
cluster-wf-syn-14-6412,_ETL_m_SYN_QDM_ORDERS_QUALITY.json,application_1774840360_12014,2026-07-17T06:08:00.000Z,43m 51sec,SUCCESS,
cluster-wf-syn-15-8672,_ETL_m_SYN_RDM_ORDERS_EXPORT.json,application_1774840360_12015,2026-07-17T07:42:00.000Z,17m 36sec,SUCCESS,
cluster-wf-syn-16-7929,_ETL_m_SYN_STG_L_CUSTOMERS_LOAD.json,application_1774840360_12016,2026-07-17T08:27:00.000Z,80m 10sec,FAILED,"Stage failure, executor lost (synthetic)"
cluster-wf-syn-17-2291,_ETL_m_SYN_STG_L_ORDERS_LOAD.json,application_1774840360_12017,2026-07-17T09:31:00.000Z,27m 04sec,,
cluster-wf-cas-load-4001,_ETL_m_CAS_STG_L_EVENTS_LOAD.json,application_1774840777_01001,2026-07-17T06:07:00.000Z,9m 30sec,SUCCESS,
cluster-wf-cas-load-4001,_ETL_m_CAS_STG_L_REFS_LOAD.json,application_1774840777_01002,2026-07-17T07:14:00.000Z,5m 07sec,SUCCESS,
cluster-wf-cas-load-4001,_ETL_m_CAS_ODS_EVENTS.json,application_1774840777_01003,2026-07-17T08:21:00.000Z,17m 44sec,SUCCESS,
cluster-wf-cas-load-4001,_ETL_m_CAS_ODS_EVENTS_ENRICH.json,application_1774840777_01004,2026-07-17T09:28:00.000Z,11m 01sec,SUCCESS,
cluster-wf-cas-core-4002,_ETL_m_CAS_DWH_EVENTS_FACT.json,application_1774840777_01005,2026-07-17T10:35:00.000Z,43m 58sec,SUCCESS,
cluster-wf-cas-load-4001,_ETL_m_CAS_ODS_REFS.json,application_1774840777_01006,2026-07-17T05:42:00.000Z,9m 05sec,SUCCESS,
cluster-wf-cas-core-4002,_ETL_m_CAS_ETL_EVENTS_SPLIT.json,application_1774840777_01007,2026-07-17T06:49:00.000Z,25m 12sec,SUCCESS,
cluster-wf-cas-core-4002,_ETL_m_CAS_CDM_EVENTS_MART.json,application_1774840777_01008,2026-07-17T07:56:00.000Z,35m 49sec,SUCCESS,
cluster-wf-cas-out-4003,_ETL_m_CAS_RDM_EVENTS_EXPORT.json,application_1774840777_01009,2026-07-17T08:03:00.000Z,9m 26sec,SUCCESS,
cluster-wf-cas-out-4003,_ETL_m_CAS_QDM_EVENTS_QUALITY.json,application_1774840777_01010,2026-07-17T09:10:00.000Z,5m 03sec,SUCCESS,
cluster-wf-cas-out-4003,_ETL_m_CAS_OUT_EVENTS_FEED.json,application_1774840777_01011,2026-07-17T10:17:00.000Z,7m 40sec,SUCCESS,
cluster-wf-cas-core-4002,_ETL_m_CAS_DWH_ORPHAN_METRICS.json,application_1774840777_01012,2026-07-17T05:24:00.000Z,2m 47sec,SUCCESS,
